user_id,reference_date,dn__recent_action,dn__max_action_level
04de7b95-509d-420a-8533-22940910424d,2023-05-29,1,1
ae606bb2-4135-42d0-a004-1aa99d197a31,2023-04-27,1,1
64009667-0899-4932-ba18-42ecf6c157df,2023-03-26,1,1
1f817fc7-9dbe-4b1c-8975-f60ae5c930fc,2022-10-13,1,10
70741fbe-78d1-4fcc-b2dd-bbb4ac9c8816,2022-03-05,1,10
e1a55a2e-a4c3-4230-9a20-33f4c65a09c4,2022-02-19,1,10
78cd0952-e203-43d1-a1f8-04264359eb8e,2022-06-14,1,1
91321d60-7ba1-4a79-9afb-6dec7708abfc,2022-10-29,10,10
211f8cb3-1993-43d0-8b5e-cfeffe002883,2022-10-30,1,1
7cc7c21d-0084-4a73-bcbb-c15190f38ccf,2023-03-30,1,1
6a2d2572-5d4b-42dd-8bb8-705d27bea58a,2024-05-23,7,14
4e06a110-78d9-4319-8d85-178588377347,2024-05-24,10,30
8c8fda55-04f9-4a97-b7b3-110a7df2610e,2024-06-06,7,14
9722acd8-1b67-4562-a4b5-f89687e70f32,2023-12-29,1,14
1c865886-3f3b-4e46-8b4c-8fdb4c8cc7d6,2024-01-03,10,10
bd72b205-1708-460f-867a-50fe4937ad43,2024-03-30,1,14
50ac6fe5-be7b-4759-a265-8808fc4dfba8,2024-09-27,7,30
d64b9ea7-9cf5-4b11-9886-1c4dab577c45,2023-03-31,10,10
dce290ec-ee20-4cb2-95ff-5e957432ad39,2023-07-17,10,10
5ffcfc95-cb5c-4557-ac22-1d1c0a24296c,2023-12-20,1,7
81335bc7-ae52-4d3f-a252-a614b925b7ca,2023-07-11,1,7
ca662091-606e-4f3a-aacd-bf4845194e96,2024-02-11,10,14
9ffde807-d5d6-4db0-afc2-dedc835e8bf1,2024-02-05,1,1
628b118a-30aa-4e5b-9fe0-3c37318fc5e5,2023-10-06,1,1
a51a2de4-d848-475f-bb05-245b27443927,2024-04-19,10,14
8bc44a9e-3ef3-496c-8234-88cceba8f636,2024-06-17,80,80
ae886899-e535-4acc-9be3-a368245ba3b0,2024-02-01,1,7
eb21ed1e-3caf-401c-8bda-5a5bf87d6281,2023-07-01,10,10
de287020-1628-464a-adcc-41aac4e95b70,2023-06-17,1,10
972e7756-450f-4347-8def-d883d7986fe0,2023-11-27,1,1
0360056a-71e7-488f-b05e-dfeca5ad5ea1,2024-10-24,1,1
a9e5c8bd-37f3-4237-b3a7-340343495fe8,2023-10-15,10,10
4370c553-15fb-4b28-911e-0e7ffa297fe2,2024-04-08,1,1
b34a8141-9c46-461c-b863-30fea2c331b4,2024-02-15,1,7
c73da6ac-e1aa-4419-beeb-5087608e96b1,2024-01-11,7,7
7db01162-7918-423e-aecd-4835c9f43c8c,2024-09-29,1,7
a3851459-d47e-40c4-ab7e-1abacf115cab,2020-05-29,1,1
275c354e-f094-4ee9-ace9-e1bbfb529743,2024-05-03,1,14
97879966-3d04-4ceb-b9e5-d8713e2a4b79,2021-10-11,10,10
d0f02666-226a-4f84-a281-f6a17942b25f,2024-07-31,1,14
d8c15070-f471-4357-b367-3850e817cb11,2024-05-24,1,1
95680760-a335-4020-81ed-4e6e26a1cfc0,2019-07-08,90,90
e70b7488-3bf7-4063-8b8a-38aceeaf30d7,2021-01-02,1,10
7cf326a5-e4af-4925-b65f-f6a94c7416d9,2021-04-03,1,1
6cc3c88e-7a4c-451a-98ce-17efe6bc5846,2020-08-06,1,1
2f68887e-12c2-4997-8552-f7e342a53290,2022-05-08,1,90
4f1ccb7f-413c-41a4-ace4-3c223bf3be43,2022-11-28,7,10
6fe4e544-e52a-4a0e-91cc-7400cec52ce1,2022-05-31,10,10
6a68e4f4-7dd8-4ee0-803b-c4f13f3bb726,2022-03-05,90,90
10c4c142-3bc7-45ce-8638-69a197df5038,2023-01-29,1,10
7402caba-aba4-4d4e-b91a-b5c3cb413d97,2023-01-17,1,10
fdda5aa0-0513-4382-b535-783243c92d24,2022-12-26,10,10
29470acd-30f1-46fb-9728-86d1204d2e7a,2023-02-01,10,90
bda35717-3c10-4fdf-ba2a-5df222ac49d0,2023-02-20,7,10
b3ff2a64-5cf8-440b-858a-29bb682ac38d,2022-10-06,1,1
1f8a441a-b939-4eb5-a985-a22f484afaf4,2022-06-18,1,1
07e69ef6-6129-4ba2-bc62-8d3e50bf2fa2,2022-06-04,10,10
c0e13b6f-f20a-43fe-b59c-a465067536f6,2022-05-25,1,1
4040b4e4-58e1-4ffc-bb80-d408b5d0beab,2023-03-03,1,10
5f90d91a-80e3-4414-bb68-c8fd8fe563ca,2023-05-13,1,10
3d6975fe-58c5-4b9a-98d4-60fbca32d6f1,2024-06-28,7,45
1962c7f2-b231-47bd-b7d7-0764cdd1316f,2024-07-18,1,7
f358d8bf-abc1-4533-8cae-d20b0ba5ad00,2023-06-27,1,1
de34bb98-42f3-45a8-978d-28ee1be4c257,2023-11-29,10,14
f2d9ba30-6eb8-484c-b61e-b6070cc39eb0,2023-09-22,1,10
984147a8-5e26-4b17-a53e-f77b866fc013,2024-07-31,7,30
0334e57f-43d6-41ed-9cfe-4d11224edfd8,2024-07-29,1,7
f4160264-3af2-479f-ab03-25a6336e5e0e,2022-12-06,1,7
defb632a-5a09-4150-8422-9609d2ffff2d,2023-01-31,7,7
0507ba17-b358-414e-8440-c4e0ab3b554d,2024-06-30,1,30
980c401b-fcfa-48f3-b810-05cc7ed314da,2024-04-24,1,1
15bc8e31-fb01-48f6-a022-a7abdea8db8b,2022-10-07,1,1
75190682-3b6d-4efd-83d8-d50603af149d,2024-10-05,7,7
3e97ed0c-8e6e-4cb4-ad1c-fb0efaa1e4f9,2023-06-29,1,1
16ce3d43-5531-4211-884d-120222e5b9c8,2023-10-31,10,10
b2a5731c-e2df-4984-995b-891d11774234,2025-01-16,1,1
2b7b3e8b-73fb-4abc-8b0e-ad63f43da30c,2024-03-30,7,10
cd6da5c4-e969-40cf-8919-279ad541be52,2024-05-24,1,14
21f9e042-461d-4b09-9fc7-c1ec10a09fb5,2024-01-04,10,10
42965952-6095-4cdb-a38d-1e690e7c6493,2024-04-16,14,14
923068c3-fa0a-4ade-949a-6bb60cb3ae5c,2021-05-05,1,10
a20bfdbb-ecb5-4e93-a263-9041532e439c,2023-03-30,10,10
4bfa0c4d-a041-4594-a2e6-1946003ba337,2024-08-28,1,14
27c930ef-bfd4-48d0-b901-3446f62f6187,2024-10-14,1,1
4b401150-ff25-4357-96e9-96fea4b22db1,2020-01-22,90,90
b5ff48dc-4fcc-4e8a-95cd-aee49ae2055c,2020-12-11,1,10
7b6e6e27-f510-44a2-a3e7-0598e35c132d,2022-03-01,90,90
91c34355-13d9-442d-bcf3-78b9dff651ad,2022-05-25,1,10
2b613f08-81af-4ece-bc78-15f563e8534b,2021-07-19,7,7
27a0cf90-4bb0-4247-b27e-3366a42512cc,2022-03-27,1,10
d623ab5e-cb22-4591-9701-cf60541a2fa3,2022-07-14,10,10
8f0e4680-1292-472a-a879-8682eeb46f54,2022-05-24,90,90
488956fd-5042-4ca8-84d9-0f84bf461fe7,2022-11-10,1,7
dad3712d-0031-4eb5-92e8-5de06999b9ab,2023-01-16,10,90
faf5a095-15d5-438b-88c1-d031ad9f77de,2022-11-12,1,10
0bd5fbb6-270a-4321-8ee4-d72489326c91,2022-12-28,1,10
01a9dc9e-6446-4967-ae10-94802baaf73c,2023-06-13,1,10
82d4c8b5-a50f-4f33-b77e-7f07bb1cac97,2023-07-22,1,1
3fad2344-214d-4471-90e1-2e82c2eebec0,2023-04-24,1,7
b07acf8b-ccfd-40ad-b4f5-f9c5b57bf1f3,2022-03-05,7,7
88e6a439-a8f7-4036-93eb-06c3f72419a7,2022-11-02,10,10
259e153d-b43f-48d4-bf64-1bdb50bff894,2024-06-28,14,14
10c5c912-ce41-4b1f-ad99-c9321bcdf610,2023-12-12,1,7
fb20f48f-1bfa-4dbc-b01e-6445c10cfc75,2023-12-29,7,30
a4afb06a-bb22-4904-85ac-17aa6dfe723e,2023-05-28,1,10
ca34f4b3-a6e7-46bb-9c01-2d19a991895e,2023-05-29,1,10
0b81cdab-05d0-4d42-aa47-6db076964feb,2023-03-12,10,10
b88d2bbf-6952-42d3-80ef-9666a04f68f2,2023-09-05,1,10
f2e9424f-100f-4e69-b7e3-750845e30f3c,2023-07-20,7,10
9534518e-b2d3-41f7-8d61-325ec07dec0c,2024-01-30,1,1
a6548ecd-ed70-431c-aadd-8b71101e0aea,2024-03-17,1,1
f30879fb-06d0-4bb4-a700-baf4aa22c359,2024-02-29,1,14
b582c0ce-a0a2-43fc-af7b-45377553618f,2023-06-08,1,1
4a36b08c-a520-4826-ad39-ca7c07ec1a32,2024-08-28,10,10
bf83a682-aaf2-402e-a603-68609173a9c0,2024-03-01,1,1
a7223738-8d87-4a1f-9571-951972831d07,2024-05-23,10,14
d23245bc-1c48-46ba-af12-2765f498ecb9,2024-05-24,10,10
71863ce0-b44a-4e84-88d7-3dfb2d4077f7,2023-01-22,1,10
d8d83b43-4ffe-409e-a34a-3b922d979b8a,2023-01-27,1,1
3400b68c-c21c-4063-b4ee-81b2ba605d3e,2022-02-28,1,1
b0f1acc0-84b5-4914-af1a-876d3a4e86a4,2023-03-30,7,7
21a56d5a-c489-4820-bdd7-7d3375579222,2022-12-03,1,1
66a0711d-313d-4cb6-9268-65ebe2ae978f,2023-02-01,10,10
92d089a1-437b-438e-889a-6be0cbca4bcf,2024-10-10,90,90
e4cfd6ce-86ff-46d0-96dd-af4363f56dfb,2019-09-08,1,1
06af0284-4b16-41d4-848e-c6ad29eefbe8,2019-07-17,90,90
006b7460-2511-4a13-8dbb-a80a7508b40f,2020-10-03,1,10
5cd2249a-6041-4260-9d35-935e4793b9b9,2022-04-29,1,10
67f02999-01fa-4b73-8b0d-d21503997db6,2022-06-04,1,90
750e0e3b-aa0a-407e-9fdd-4e0217f01261,2022-07-18,1,10
50e6e8c6-f3c4-4b1d-acf9-1c8d5922815e,2022-05-25,7,7
6fb1989e-021d-4d26-88a6-7ed1493ad47e,2023-05-29,1,10
e8e47699-0f34-4283-bdd8-ffad38cf6239,2022-03-05,1,10
5daeef37-7acf-4213-9baa-94d2b136d26d,2022-04-28,1,10
ad989847-9908-4258-8350-3a3379ad5fb6,2023-03-10,1,1
aeab93c6-af8e-4969-a33a-5d38441bcd45,2022-12-28,1,7
0f1e25c1-1f6c-4ea7-ba6d-b98fbea47ecc,2024-01-28,45,45
7a61078c-426c-4067-874e-25cc556823db,2024-08-01,60,60
d3784425-af9e-4403-b5d6-5ce1db4d7585,2024-04-06,1,7
9c869fb7-4fd2-42b2-9b15-4e7159b62b35,2024-01-15,14,14
684b4129-d947-4cef-b691-68ee0336985c,2024-05-24,1,14
8468e45c-9dab-4916-a9f0-cecd2cd6f63e,2023-12-31,1,10
6aa12995-2d72-4dea-9ee2-5f7fd70b916b,2024-06-30,80,80
9267d293-519a-491d-a233-35bd0727fae1,2023-03-07,1,10
482df98b-9d13-40cf-9afa-95c0c2f169b2,2023-03-10,1,10
af012831-2d74-4cb6-a4b8-9a055eb374e5,2023-06-29,1,90
372256f0-dfe5-4567-8c34-8a60ea04143f,2023-09-03,1,1
d3425eb2-9386-4711-a8f6-f392aa89547b,2024-05-23,45,45
3ccc071f-500c-48ce-9406-91b07b9c4e28,2023-10-31,14,14
f9d18872-54cf-4b66-ac68-e36b92ae737a,2024-05-24,1,1
aab43714-aa0d-4942-a62b-836b0047b8a6,2024-10-04,1,14
8c6722df-c899-44d9-958f-33b2db82b074,2022-12-28,90,90
4e34562b-f761-4aee-9392-b0cf90fadcd0,2022-12-05,1,10
a44cf880-5f48-4f33-9af7-8cf9d92f5afd,2023-10-01,10,10
cf5a0e9c-ab4d-4275-be5f-b49fe64a7ef7,2024-03-08,90,90
fdb5767a-fb44-4e5d-a9ff-4ae2d5c76e23,2024-11-12,1,1
c764d5a2-332c-4473-9dad-f524b1c4cac9,2022-12-09,1,1
3b68cfed-c8c7-46e8-94a2-a6aa765ef0c3,2023-08-16,7,7
cbba88c8-8de6-46ba-bda3-f7e271efc4d8,2023-11-24,1,1
78559b37-f0cf-46a3-8d2f-51a9b6f44fed,2023-04-20,1,1
252184da-6f74-40fc-bce2-5e1349c72f2a,2023-09-12,10,10
c8891bf5-b256-48bb-ac4c-68d0014e85ea,2024-01-31,1,10
9b506f6e-3249-4552-8baf-bf59b814e9b9,2023-08-01,1,1
3040f338-6fc2-47e4-ab6e-f99b7b42204e,2024-01-31,1,1
be3315d8-8ca2-405a-99d8-296e24fd43cd,2024-04-30,1,1
21af1750-7554-4933-bdce-32ebf628eb43,2023-03-30,1,10
9d00fd39-fb8f-4e31-82e8-f9fa7cb009a9,2022-04-29,90,90
df0cbafd-552f-4cfb-827f-d84c66447bc6,2022-05-28,1,10
a1664593-b29e-42d6-ba6f-e210f7d1dd79,2024-06-28,1,1
275edc1a-0d93-44e6-be86-9efc7c47a7a3,2023-06-02,1,10
c2fa36d4-7423-41e5-9696-a1396525bfdd,2019-07-08,1,1
4101424a-01ae-4f2e-be51-c5d81e57978f,2020-09-21,10,10
5dab3359-582d-4a91-a3cd-7e622665556b,2020-08-20,1,10
b035c1dd-630f-41f5-8e1b-55a0f8fc8237,2021-03-31,1,1
da661990-04a4-41d9-be06-bcc62cfba2ed,2021-10-01,1,10
a4d129c2-9828-4886-a7d9-ac0b5ae4cf6b,2021-11-29,1,1
f83c58c3-e995-49ab-b554-9adc65c4c23a,2022-07-03,10,10
405dc27f-2287-42c4-89a9-ded827148022,2021-12-02,1,1
272f4722-6255-4640-a3a9-362015a90d32,2022-04-28,1,10
9c967555-c280-4d7e-b970-e29c4970e6d9,2023-07-30,1,90
ac6b97f5-4c50-4465-a2be-eaa8f44cc7b1,2023-05-29,90,90
327f8944-d7b9-43c4-9f11-94053cad8690,2022-11-12,1,10
948e707a-d89d-47e9-8f24-24055d7aee1f,2023-02-28,10,90
a1f5591a-c6a7-4898-b7d0-3ebe4fa86bd0,2023-02-01,7,120
73509e36-87c5-4c43-b14e-bd23ab8a185c,2022-01-03,1,1
39bf1df0-3284-4bd5-b574-81f05766ab3b,2022-05-20,1,10
8663a3bb-c58e-49f4-9a13-f35cc23b9824,2022-10-07,1,1
4f1c316d-7908-4f28-a84c-9c611e4311c0,2022-08-04,1,10
69a991e4-9304-4334-ab7c-92bb93d566eb,2023-03-20,10,10
efb03ad2-9401-4a78-86d1-5caf180ba781,2022-10-10,1,10
74fd04bb-43ef-4d6f-9067-18d380eaa381,2022-06-04,1,1
b294cf2b-0bfe-4c96-b585-20f76c7fe7c7,2023-02-08,1,10
e7aaf7ba-58ba-4098-a088-aea9131b3582,2022-06-28,1,1
6a3c9993-2798-464a-b01b-dab5a99e63dd,2023-03-30,1,10
a713b691-90e3-4531-8d96-c206db12f146,2023-10-21,1,14
563663e2-2f6f-406b-83b6-9ed4e5c8eb92,2024-06-03,1,10
3813ad0d-7e2c-4dbe-86a6-1ca0891122ec,2024-09-09,10,10
dc7b4a69-2b8c-44a3-b237-91d5a028ca42,2024-01-22,1,14
e139972e-99fa-4b1d-ba76-527a9531bc78,2024-03-12,1,1
e9c32cc0-fd11-4da8-9e92-ce48ec1f2bfe,2023-12-16,1,14
e9416d5b-1cd5-47e1-8c5d-532ea96694ec,2023-08-02,90,90
3cac2cac-51eb-4bb2-b553-9a38dd3e5917,2023-08-22,1,10
15a65cc0-71eb-486a-9e50-d41cc12a7d2d,2023-07-11,1,10
1b739dae-531d-45db-8e4a-bc9dea7d076d,2023-09-28,1,14
2ce4a81b-8cd8-4d0b-babd-8d9e72d12069,2024-03-30,1,14
ea92c5e6-4d8f-4d89-a1db-b309e5f46eab,2024-01-15,10,10
3b9517b4-908e-4b26-9869-efd0aaa8919e,2024-10-31,10,30
4fc1bbb4-28f6-41f5-bdf9-c863c024291c,2024-09-27,1,1
d637a0e9-26f0-4fbb-a407-3cc4c2421f1b,2024-10-22,1,10
b5897ec2-0528-4f65-bdc4-48de6bc93332,2023-07-30,1,14
6bb1c12c-ffb9-4804-a424-a55841d82993,2023-04-28,1,10
42c592f5-021e-4a3b-9fd9-553e3e962e1d,2024-02-10,1,7
c3d28ae4-e5c9-4f4d-b62e-e644a8c36ea6,2024-05-24,10,10
031e0257-0900-4836-b09a-8d874dab8581,2023-06-29,1,1
de7b4c8f-25f8-444f-92c7-6e11b9ccc880,2024-02-08,7,14
d820b828-bc10-4372-ae12-c53ed7494c37,2024-06-13,7,7
f63c833b-8051-4547-b488-618e22804154,2023-09-28,1,1
74bb42a5-d20d-4f64-99ac-f74f019bef57,2024-01-23,1,7
08e0ad48-76b8-47c3-a702-5426b9857f1a,2019-11-20,10,10
7fdff833-79d7-4bf3-b4de-d9f28bf640e0,2023-11-04,1,10
5b7ba1db-1d8d-4796-a148-43b9d1297b78,2023-02-01,7,7
dec2e897-dba7-4fa2-9bce-1611e7fecd05,2024-10-02,1,1
a1985e49-2200-4d5f-93c4-4bbee49ca48d,2022-04-10,7,7
59ca6027-d28c-47d5-9b8b-23243b8654cc,2024-06-08,7,7
210d8ef9-9889-4864-b34d-2b3c15911dbb,2022-10-30,1,1
89354954-06ef-4fbf-b401-0e1b500d6a6b,2019-07-08,10,10
b04a3db3-d034-4ae4-9fd5-d657a331280b,2020-11-21,10,10
7507609b-e64b-4c25-8a2b-c1dc69b69025,2021-05-26,1,10
4f1e9739-485c-480c-b544-f001477ca5da,2022-04-06,1,10
c462dd12-9f86-4d93-a425-e535010b0689,2022-01-24,1,1
4facd85c-fcbb-4961-bb36-90369e89ab51,2022-04-07,1,10
6da69a95-b6e3-4a0b-9e3a-34beb6efb304,2022-03-05,10,10
bb40dd32-205e-417e-9e9b-8edc98ea57f5,2022-03-24,7,10
16755811-dce8-48a9-8e8e-6ea5b43f7599,2021-12-07,7,7
70ee8a1f-79c0-45b4-80dd-95a9a2f1bb38,2022-09-08,1,7
a245fdbf-7716-4914-a083-8e7031a8c504,2023-05-27,1,1
21cd2615-2ab7-4081-8c7e-92d26eed820c,2023-02-28,1,10
a091526e-8783-437b-96df-8d76ef3292b2,2023-01-29,1,90
b5738f95-d71a-4dc1-91a9-c1699ec35217,2022-08-19,10,10
16a1e647-9d0f-4760-8c89-53b431ba2532,2022-08-18,7,7
3437a072-0565-465a-8a2d-f857f037478b,2022-11-02,7,7
462fe7d3-420c-408b-b826-b26bce09ec63,2023-03-30,1,90
706f6de3-a1c2-47c1-8f1e-e8c543b9afec,2024-01-13,1,14
0f81c82d-e975-45e7-a997-f36422f76f8b,2023-03-14,1,10
63b472cd-1490-49fe-8450-c2925c0978e0,2024-02-12,10,10
24cd4e49-75bb-4623-ae6e-3c73caa923ef,2023-11-15,1,1
55e5a75c-747c-4c77-b1ef-7b00f3004c21,2024-10-31,10,90
975cd4fe-179c-4784-8435-1812ac324a27,2023-11-25,10,14
d3449d1f-32da-4b28-97ea-f0a7650c48d7,2024-05-24,1,1
1015867b-2e60-47aa-8db2-3859a62d7140,2023-10-15,1,1
823b7328-4b8a-4e38-a766-3c7e26880b28,2023-06-01,1,10
b04f5ac8-ff31-40a8-9197-f88c73b54972,2025-03-23,1,120
7e1d2f68-250e-4d46-8dd9-ef2022a0ca74,2023-01-21,1,1
970c4e72-8bde-4078-8354-6dc3a69fa504,2023-12-29,14,14
7be2e460-4a5e-4673-8e9f-9caecc09c36d,2024-09-04,1,10
ebc21247-011e-4a33-adcd-b23b623bad78,2025-02-25,10,10
ba2f80c7-abe7-4266-9fc6-029cfc3866bd,2024-07-26,1,14
6bc57041-3db6-40b7-9bb0-76b3a72b76fe,2024-07-31,14,14
f7b282bb-853d-49ef-9298-111b5485e287,2025-03-11,1,1
63715809-d083-4f80-862b-bc42368bac9d,2024-09-10,7,7
22f413be-2d2b-4677-9ace-d9613d4feecb,2023-04-21,1,1
fadfecb9-e00e-4c85-869f-f3c22f746f0c,2021-07-03,1,90
260ddac6-931b-4c31-877f-56a739f05d41,2021-05-26,1,7
5394d7d1-8803-45e5-bfcc-101b8c18986a,2021-03-04,1,10
6a913be4-a9bb-4cc8-adf1-b1a3586683a1,2021-04-25,10,10
75a36b77-b96c-46b2-8b4b-c464c17d81d6,2021-06-10,1,1
9acbee25-da2b-45b4-86d1-719ab0567427,2022-05-23,10,10
ca32e7df-7f53-4e57-acdf-bdad20ba6a04,2022-05-15,7,10
fc397038-8517-4bfb-90e7-cd1eda24c047,2022-06-04,1,90
17ef62cb-0003-4f9a-bec2-d24a4ae7a3f4,2022-06-03,1,10
c5960fb4-3c26-461a-9bc3-1d806a53cd07,2022-04-29,1,1
49fd2628-aefe-4667-a5b2-82ec93bc2b79,2022-04-26,1,10
8bd14791-6f55-40ec-a74f-105ffecb0026,2022-09-15,1,120
b2965bc0-56c7-4e63-8061-b23e45863eb7,2022-07-06,7,7
b2898fb0-0756-4bb1-99a5-5258cf6c860e,2022-11-03,1,90
1d5c76b8-cc81-4108-aa9a-bbf12098ec11,2023-02-08,1,10
ceae34ed-3180-4ccf-9c9a-ccc4b9daaa70,2023-03-16,1,90
1d507f74-7f66-4fca-ae91-6f5bbee6c774,2023-04-16,7,10
81c9f419-648f-4fd4-b814-66829d09a698,2022-02-13,1,1
22990050-9698-40dd-b99b-1b3d3a2f6034,2022-12-29,90,90
c4391974-6f50-489f-8b16-0207fa28516d,2022-12-03,7,10
30048ae3-84d8-4a9e-8ba2-c0b07febb6a3,2022-08-19,7,10
cf9846f1-f2f4-4977-9969-f18f65e2b05c,2023-04-04,1,10
38712a0e-339a-440b-a18d-c95b03e0ddf9,2024-06-28,10,10
6f84128e-3fde-478a-ace7-804fb2357a2f,2023-10-08,1,1
7757ece0-1ac8-4fce-b9c1-b6585aedeac9,2024-01-31,10,90
0c019047-f8a6-48e5-920b-3eac86a0ac55,2023-03-02,1,10
4cbde008-aec4-4609-bfc0-eab9c4ac52c3,2023-05-15,1,10
bf895ad8-9c21-4419-95fe-0d47f345f8e0,2023-02-12,1,10
0b36657a-91d2-4087-972c-9758c18a3ace,2023-10-31,14,90
7e7800ab-49ce-4cf9-999c-86b5d529ef38,2024-01-08,1,14
68ddd2f1-e4a6-4c03-8ac6-10728cc00cf1,2024-01-10,1,7
7b0c66e4-cdf7-44d9-8e20-c7f1d473ff38,2024-02-19,10,10
aa76d2dc-4e94-4988-8ac3-d72be07b088f,2023-10-12,7,30
4e554ec3-1c56-4cbe-aeca-565e3b82efdb,2023-12-18,7,30
02e315eb-8812-4db4-ba4f-f92f4c7c18a9,2024-09-27,1,14
733be185-b033-4a27-9f68-6179af66e4d5,2024-04-10,7,90
ec0013b7-3893-4950-b223-7b1f164c8143,2024-01-05,1,1
36a7b1da-d9a3-453d-903d-f3176f779fce,2024-08-09,7,7
961bb9aa-a700-4bbf-b5d6-a992a8e70ade,2023-06-29,90,90
ed6e5fd3-7e4d-4f3b-bfcc-1737a1d499a7,2024-10-13,1,1
b024213f-27b1-4f32-a694-600801be52df,2024-05-03,14,30
3d0456f2-510d-41ed-b462-e482fdf3a0a8,2022-10-30,7,7
2908c7b3-8db4-49ce-bc99-8774d9a067c2,2023-03-16,1,1
66502cc3-34cd-4ed4-8912-adbf371efa10,2024-05-23,7,10
48648658-1c97-4b71-89c4-8e4bf1e12c20,2023-06-01,1,1
b6e0dc9e-94d9-41bd-a408-a0ab6b36a6e1,2024-02-29,14,14
fb89a513-9688-4236-9003-26ee0bf80671,2023-10-31,1,7
e8246452-8365-4633-8789-cfc6668458a6,2024-08-26,1,14
d6892df3-3c17-4f2b-90a2-a10bc0078a07,2022-05-04,1,1
375725a4-9021-47b5-8bee-8366aa75c7a5,2022-07-30,1,1
0edf43bf-65c1-4537-b57f-47300a37f20d,2022-04-27,1,10
250b97b7-21a6-4b2a-9c86-bbdc03aa6660,2022-06-28,1,1
a4948a27-4e0d-4e0e-8dab-f8df45d76c0e,2024-02-08,14,14
2e6c684c-4750-4a10-aec4-213561e638b6,2023-02-02,1,7
5e2154fc-c835-49af-912d-b12930e3516e,2024-10-07,1,1
ea3fd598-c986-427f-a888-9128421ecc7e,2023-09-17,1,1
35a46873-c29a-4f58-ad0e-b21f942a95d9,2022-12-28,1,1
a67bd4d8-dcc7-45cf-9aca-f8532ba00b70,2022-12-28,1,1
30a04a8d-4143-467f-8525-70ba508d41c8,2019-07-08,1,1
32eabd54-2244-448e-ba32-411d533269a0,2019-07-08,1,1
733395f5-8158-4072-a294-379ddfbae63f,2021-05-30,1,1
9a309e8b-5e66-43aa-87d3-775e742101cb,2021-10-31,1,10
8937af92-95b6-4da0-b242-14a5f4fc6ac8,2022-02-06,1,10
7bea9b69-7801-4b99-be6d-3028155f255f,2022-01-19,1,1
208b2ab1-fe64-4b95-a41b-c22bffb89255,2022-05-26,1,10
37244d23-4183-4c72-86be-83c8492bb4ea,2021-09-06,90,90
2d5c4179-3c6d-403f-baab-94430b9d346b,2022-08-01,1,10
a917c3a5-cf06-49fd-86b8-3496e1d3a798,2022-09-04,1,1
a2609c6f-b474-42fa-936b-2e1a831b7337,2022-10-09,1,1
a530c816-b59b-4fcd-b02e-62264f0dbc47,2023-02-28,1,10
1a5e1c4f-b0fd-4ce0-bd78-f12f14d6520c,2022-10-26,1,1
35880a8e-5efb-450d-9568-ddc97bf6709c,2023-02-01,90,90
2ec6544e-9c4a-494d-866c-89bb959f114e,2023-08-15,1,1
67dddade-ed1f-4edc-b4f6-c30a03877ed0,2022-11-02,1,10
466de53b-6def-4c82-88dd-b68bcdcbd373,2022-10-29,1,1
2e869c4c-92a4-4229-be89-d85dd93c939d,2022-03-04,1,1
66f3cb03-7932-44ed-a99f-2a4e0aa7f3a9,2022-03-02,1,1
1b64edc0-9397-46b7-a275-7cbf9a2b8b08,2022-12-29,1,10
8b329d8b-c0cb-4927-b095-e923a68c0178,2022-08-31,1,1
fc0f1986-9d21-44bf-828f-0bba6ca2fee9,2024-05-08,120,120
849477a0-d0b7-4c17-ab17-7aa525f02ca3,2023-11-16,7,45
7040d1b4-5a92-4dd3-bc2b-a193f9413508,2024-09-10,10,90
172f1517-9ee5-4216-8bf9-1baf6339b157,2023-05-29,10,10
b45b5d0c-8503-4fe0-96b7-dab0d1e0eea2,2023-05-10,1,10
0070d9c4-2dbc-4392-9f42-57c2687e8fbd,2024-07-31,14,30
605c6146-5a2b-4077-82c1-6060f365ce87,2023-12-29,10,90
23ad07ca-9d7d-41ef-8f4f-0b1a70fa95b8,2023-02-02,1,10
b2ca4c55-5fb0-4be1-939b-6252de3e5b2c,2023-03-17,1,10
26c32233-8b56-44ff-bd0b-dba80130c0af,2024-05-03,14,14
8bf847c0-de5f-4e40-9e53-fb2ff25a26f8,2022-11-04,1,1
ba8e12be-34df-48ac-a12f-04216a8a6099,2024-07-31,10,14
0244855b-230d-44e5-9075-fd124f2ae893,2025-04-12,7,10
41f55570-d8ec-476e-ac85-a4e79658e652,2023-06-29,7,7
7fb02ec8-e81e-4e33-8786-c4dc804f875d,2024-01-06,14,14
a52f54ef-e3e9-4985-8af3-f4e2d74b821c,2023-05-29,1,1
150f0ea6-d564-4416-8742-01d260a03738,2023-06-18,1,1
f36ce0a4-2c4a-4d5f-ae8c-f61bf297e8f4,2023-02-01,1,1
4a82b1f3-7753-46c7-8374-4f79b650a7c7,2022-04-14,1,1
ed6a8918-41b2-46a8-8d8c-5934fccda477,2024-04-08,1,1
319f6a6c-4d5b-4582-a0cc-10418c85b8a0,2024-05-03,1,1
ff533be0-f94d-40d9-82d9-f387151b2613,2023-05-29,1,10
1ac27c95-dfde-4893-9ebd-eb3b79de9dc1,2023-06-05,1,1
af0785c6-c2f9-42be-b061-f588a2c6bb2c,2025-07-03,90,90
cba6dc98-5e47-44fc-b48d-257fe24a839d,2021-02-08,1,1
